Indicator Category,Indicator Code,Indicator,Reporting Economy Code,Reporting Economy,Partner Economy Code,Partner Economy,Product/Sector Classification Code,Product/Sector Classification,Product/Sector Code,Product/Sector,Period Code,Period,Frequency Code,Frequency,Unit Code,Unit,Year,Value Flag Code,Value Flag,Text Value,Value
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,58.48
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,28.23
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,42.18
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,38.66
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,76.06
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,43.44
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,44.97
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,74.64
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,47.29
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,89.57
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,78.79
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,95.36
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,106.59
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,110.91
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,106.51
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,105.62
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SL,Memo item: Government goods and services n.i.e.,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,94.64
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,10572.11595
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,11893.80773
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,11381.49447
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,11090.80197
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,12962.9572
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,10365.72299
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,11009.9271
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,11344.98644
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,10846.37406
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,14036.91723
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,11339.95601
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,11492.99275
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,12088.68947
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q2,Second Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,11100.85912
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,10168.95121
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,11358.95651
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,10785.33004
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,11335.4876
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,13326.24729
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,10815.40208
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q3,Third Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,11073.72314
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,12956.2276
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,10366.13394
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,11166.03318
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,11768.61273
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,14690.52645
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,11792.17095
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX,Commercial services,Q4,Fourth Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,11167.81557
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX1,Other commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2015,,,,4670.66
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX1,Other commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2014,,,,4850.1
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX1,Other commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2016,,,,4750.52
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX1,Other commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2013,,,,4673
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX1,Other commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2012,,,,4436.07
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX1,Other commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2017,,,,4581.95
Trade in commercial services,ITS_CS_QM,Commercial services imports by main sector – quarterly,764,Thailand,0,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SOX1,Other commercial services,Q1,First Quarter,Q,Quarterly,USM,Million US dollar,2018,,,,5422.88
